,google_hits0,google_hits1,google_hits2,google_hits3,google_hits4,google_hits5,google_hits6,google_hits7,google_hits8,google_hits9,google_hits10,google_hits11,google_hits12,google_hits13,google_hits14,google_hits15,google_hits16,google_hits17,google_hits18,google_hits19,google_hits20,google_hits21,google_hits22,google_hits23,google_hits24,google_hits25,google_hits26,google_hits27,google_hits28,google_hits29,google_hits30,google_hits31,google_hits32,google_hits33,google_hits34,google_hits35,google_hits36,google_hits37,google_hits38,google_hits39,google_hits40,google_hits41,google_hits42,google_hits43,google_hits44,google_hits45,google_hits46,google_hits47,google_hits48,google_hits49,google_hits50,google_hits51,google_hits52,google_hits53,google_hits54,google_hits55,google_hits56,google_hits57,google_hits58,google_hits59,google_hits60,google_hits61,google_hits62,google_hits63,google_hits64,google_hits65,google_hits66,google_hits67,Dates
5921,0.0,4.0,45.0,3.0,76.0,14.0,7.0,59.0,7.0,24.0,3.0,90.0,4.0,16.0,6.0,87.0,13.0,53.0,14.0,11.0,9.0,60.0,14.0,2.0,7.0,7.0,27.0,42.0,22.0,40.0,2.0,0.0,0.0,29.0,1.0,5.0,5.0,10.0,4.0,9.0,0.0,1.0,4.0,1.0,3.0,2.0,16.0,3.0,7.0,5.0,11.0,2.0,11.0,3.0,14.0,59.0,39.0,2.0,21.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,9.0,7/31/14
5922,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/1/14
5923,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/4/14
5924,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/5/14
5925,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/6/14
5926,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/7/14
5927,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/8/14
5928,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/11/14
5929,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/12/14
5930,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/13/14
5931,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/14/14
5932,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/15/14
5933,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/18/14
5934,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/19/14
5935,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/20/14
5936,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/21/14
5937,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/22/14
5938,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/25/14
5939,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/26/14
5940,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/27/14
5941,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/28/14
5942,0.0,4.0,46.0,3.0,76.0,14.0,7.0,57.0,8.0,21.0,4.0,88.0,4.0,16.0,5.0,85.0,14.0,51.0,14.0,11.0,8.0,61.0,14.0,2.0,7.0,6.0,31.0,42.0,20.0,39.0,2.0,0.0,0.0,27.0,1.0,5.0,4.0,11.0,3.0,9.0,0.0,1.0,4.0,1.0,2.0,2.0,17.0,2.0,9.0,3.0,10.0,3.0,11.0,3.0,14.0,34.0,42.0,1.0,21.0,2.0,0.0,2.0,2.0,4.0,0.0,0.0,0.0,8.0,8/29/14
5943,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/2/14
5944,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/3/14
5945,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/4/14
5946,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/5/14
5947,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/8/14
5948,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/9/14
5949,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/10/14
5950,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/11/14
5951,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/12/14
5952,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/15/14
5953,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/16/14
5954,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/17/14
5955,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/18/14
5956,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/19/14
5957,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/22/14
5958,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/23/14
5959,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/24/14
5960,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/25/14
5961,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/26/14
5962,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/29/14
5963,0.0,4.0,47.0,3.0,68.0,15.0,9.0,56.0,7.0,24.0,5.0,87.0,4.0,15.0,5.0,83.0,16.0,55.0,16.0,12.0,8.0,57.0,17.0,3.0,7.0,8.0,33.0,40.0,19.0,37.0,2.0,1.0,0.0,28.0,1.0,6.0,4.0,10.0,5.0,9.0,0.0,2.0,5.0,1.0,2.0,2.0,18.0,3.0,7.0,3.0,11.0,3.0,14.0,3.0,13.0,42.0,41.0,2.0,19.0,2.0,0.0,3.0,4.0,4.0,0.0,0.0,0.0,11.0,9/30/14
5964,0.0,4.0,47.0,4.0,70.0,15.0,9.0,53.0,13.0,26.0,5.0,88.0,4.0,15.0,5.0,83.0,15.0,69.0,16.0,12.0,8.0,64.0,17.0,3.0,7.0,8.0,33.0,41.0,19.0,36.0,2.0,1.0,0.0,29.0,1.0,6.0,3.0,10.0,5.0,9.0,0.0,2.0,4.0,2.0,3.0,3.0,19.0,3.0,6.0,2.0,12.0,3.0,22.0,3.0,16.0,38.0,40.0,1.0,42.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,9.0,10/1/14
5965,0.0,4.0,47.0,4.0,70.0,15.0,9.0,53.0,13.0,26.0,5.0,88.0,4.0,15.0,5.0,83.0,15.0,69.0,16.0,12.0,8.0,64.0,17.0,3.0,7.0,8.0,33.0,41.0,19.0,36.0,2.0,1.0,0.0,29.0,1.0,6.0,3.0,10.0,5.0,9.0,0.0,2.0,4.0,2.0,3.0,3.0,19.0,3.0,6.0,2.0,12.0,3.0,22.0,3.0,16.0,38.0,40.0,1.0,42.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,9.0,10/2/14
5966,0.0,4.0,47.0,4.0,70.0,15.0,9.0,53.0,13.0,26.0,5.0,88.0,4.0,15.0,5.0,83.0,15.0,69.0,16.0,12.0,8.0,64.0,17.0,3.0,7.0,8.0,33.0,41.0,19.0,36.0,2.0,1.0,0.0,29.0,1.0,6.0,3.0,10.0,5.0,9.0,0.0,2.0,4.0,2.0,3.0,3.0,19.0,3.0,6.0,2.0,12.0,3.0,22.0,3.0,16.0,38.0,40.0,1.0,42.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,9.0,10/3/14
5967,0.0,4.0,47.0,4.0,70.0,15.0,9.0,53.0,13.0,26.0,5.0,88.0,4.0,15.0,5.0,83.0,15.0,69.0,16.0,12.0,8.0,64.0,17.0,3.0,7.0,8.0,33.0,41.0,19.0,36.0,2.0,1.0,0.0,29.0,1.0,6.0,3.0,10.0,5.0,9.0,0.0,2.0,4.0,2.0,3.0,3.0,19.0,3.0,6.0,2.0,12.0,3.0,22.0,3.0,16.0,38.0,40.0,1.0,42.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,9.0,10/6/14
5968,0.0,4.0,47.0,4.0,70.0,15.0,9.0,53.0,13.0,26.0,5.0,88.0,4.0,15.0,5.0,83.0,15.0,69.0,16.0,12.0,8.0,64.0,17.0,3.0,7.0,8.0,33.0,41.0,19.0,36.0,2.0,1.0,0.0,29.0,1.0,6.0,3.0,10.0,5.0,9.0,0.0,2.0,4.0,2.0,3.0,3.0,19.0,3.0,6.0,2.0,12.0,3.0,22.0,3.0,16.0,38.0,40.0,1.0,42.0,2.0,0.0,2.0,3.0,4.0,0.0,0.0,0.0,9.0,10/7/14
